Episode,Step,Health,XVelocity,YVelocity,ZVelocity,XPosition,YPosition,ZPosition,ActionForward,ActionRotate,ActionForwardDescription,ActionRotateDescription,IsFrozen,Reward,NotificationState
1,22,95.80006,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.042,None
1,22,95.80006,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.042,None
1,23,95.60007,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.044,None
1,24,95.40007,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.046,None
1,25,95.20007,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.048,None
1,25,95.20007,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.048,None
1,26,95.00008,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.05,None
1,27,94.80008,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.052,None
1,28,94.60008,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.05400001,None
1,28,94.60008,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.05400001,None
1,29,94.40009,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.05600001,None
1,30,94.20009,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.05800001,None
1,31,94.00009,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.06000001,None
1,31,94.00009,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.06000001,None
1,32,93.80009,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.06200001,None
1,33,93.6001,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.064,None
1,34,93.4001,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.066,None
1,34,93.4001,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.066,None
1,35,93.2001,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.068,None
1,36,93.00011,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.06999999,None
1,37,92.80011,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.07199999,None
1,37,92.80011,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.07199999,None
1,38,92.60011,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.07399999,None
1,39,92.40012,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.07599998,None
1,40,92.20012,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.07799998,None
1,40,92.20012,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.07799998,None
1,41,92.00012,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.07999998,None
1,42,91.80013,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.08199997,None
1,43,91.60013,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.08399997,None
1,43,91.60013,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.08399997,None
1,44,91.40013,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.08599997,None
1,45,91.20013,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.08799996,None
1,46,91.00014,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.08999996,None
1,46,91.00014,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.08999996,None
1,47,90.80014,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.09199996,None
1,48,90.60014,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.09399995,None
1,49,90.40015,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.09599995,None
1,49,90.40015,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.09599995,None
1,50,90.20015,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.09799995,None
1,51,90.00015,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.09999994,None
1,52,89.80016,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.1019999,None
1,52,89.80016,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.1019999,None
1,53,89.60016,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.1039999,None
1,54,89.40016,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.1059999,None
1,55,89.20016,0,0,0,10,0.4900001,20,0,0,No Movement,No Rotation,False,-0.1079999,None
1,55,89.20016,0,0,0,10,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1079999,None
1,56,89.00017,-1.739896E-08,0,0.8540472,10.01708,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1099999,None
1,57,88.80017,-3.805584E-08,0,1.680765,10.0507,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1119999,None
1,58,88.60017,5.734287E-08,0,2.481028,10.10032,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1139999,None
1,58,88.60017,5.734287E-08,0,2.481028,10.10032,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1139999,None
1,59,88.40018,-8.872973E-08,0,3.255682,10.16543,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1159999,None
1,60,88.20018,6.61089E-10,0,4.005547,10.24554,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1179999,None
1,61,88.00018,8.719144E-08,0,4.731416,10.34017,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1199999,None
1,61,88.00018,8.719144E-08,0,4.731416,10.34017,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1199999,None
1,62,87.80019,1.709528E-07,0,5.434058,10.44885,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1219999,None
1,63,87.60019,-2.248033E-07,0,6.114215,10.57113,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1239999,None
1,64,87.40019,-1.463169E-07,0,6.772607,10.70659,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1259999,None
1,64,87.40019,-1.463169E-07,0,6.772607,10.70659,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1259999,None
1,65,87.2002,-7.034203E-08,0,7.409931,10.85478,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1279999,None
1,66,87.0002,3.201762E-09,0,8.02686,11.01532,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1299999,None
1,67,86.8002,7.439212E-08,0,8.624048,11.1878,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.1319999,None
1,67,86.8002,0.3009749,0,8.618794,11.1878,0.4900001,20,1,2,Move Forward,Rotate Left,False,-0.1319999,None
1,68,86.6002,0.6419088,0,9.17971,11.37185,0.4900001,20,1,2,Move Forward,Rotate Left,False,-0.1339999,None
1,69,86.40021,0.9871073,0,9.711134,11.56707,0.4900001,20.00067,1,2,Move Forward,Rotate Left,False,-0.1359999,None
1,70,86.20021,0.9784786,0,10.25435,11.77308,0.4900001,20.00264,1,2,Move Forward,Rotate Left,False,-0.1379999,None
1,70,86.20021,1.335754,0,10.21395,11.77308,0.4900001,20.00264,1,2,Move Forward,Rotate Left,False,-0.1379999,None
1,71,86.00021,1.687037,0,10.68904,11.98947,0.4900001,20.00654,1,2,Move Forward,Rotate Left,False,-0.1399999,None
1,72,85.80022,2.040155,0,11.13725,12.21583,0.4900001,20.01294,1,2,Move Forward,Rotate Left,False,-0.1419999,None
1,73,85.60022,1.989448,0,11.63595,12.45173,0.4900001,20.0224,1,2,Move Forward,Rotate Left,False,-0.1439999,None
1,73,85.60022,2.394325,0,11.55943,12.45173,0.4900001,20.0224,1,2,Move Forward,Rotate Left,False,-0.1439999,None
1,74,85.40022,2.748796,0,11.95641,12.69675,0.4900001,20.03547,1,2,Move Forward,Rotate Left,False,-0.1459999,None
1,75,85.20023,3.102846,0,12.32903,12.95044,0.4900001,20.05265,1,2,Move Forward,Rotate Left,False,-0.1479999,None
1,76,85.00023,3.011225,0,12.79099,13.21235,0.4900001,20.07442,1,2,Move Forward,Rotate Left,False,-0.1499999,None
1,76,85.00023,3.45579,0,12.6781,13.21235,0.4900001,20.07442,1,2,Move Forward,Rotate Left,False,-0.1499999,None
1,77,84.80023,3.806978,0,13.00446,13.48202,0.4900001,20.10126,1,2,Move Forward,Rotate Left,False,-0.152,None
1,78,84.60023,4.155798,0,13.30891,13.759,0.4900001,20.1336,1,2,Move Forward,Rotate Left,False,-0.154,None
1,79,84.40024,4.024567,0,13.74107,14.0428,0.4900001,20.17184,1,2,Move Forward,Rotate Left,False,-0.156,None
1,79,84.40024,4.501671,0,13.59225,14.0428,0.4900001,20.17184,1,2,Move Forward,Rotate Left,False,-0.156,None
1,80,84.20024,4.844065,0,13.85528,14.33295,0.4900001,20.2164,1,2,Move Forward,Rotate Left,False,-0.158,None
1,81,84.00024,5.182475,0,14.09878,14.62897,0.4900001,20.26762,1,2,Move Forward,Rotate Left,False,-0.16,None
1,82,83.80025,5.0132,0,14.50732,14.93038,0.4900001,20.32586,1,2,Move Forward,Rotate Left,False,-0.162,None
1,82,83.80025,5.0132,0,14.50732,14.93038,0.4900001,20.32586,1,0,Move Forward,No Rotation,False,-0.162,None
1,83,83.60025,4.817725,0,14.90266,15.23668,0.4900001,20.39145,1,0,Move Forward,No Rotation,False,-0.164,None
1,84,83.40025,4.630518,0,15.28472,15.54772,0.4900001,20.46409,1,0,Move Forward,No Rotation,False,-0.166,None
1,85,83.20026,4.451175,0,15.654,15.86337,0.4900001,20.54354,1,0,Move Forward,No Rotation,False,-0.168,None
1,85,83.20026,4.451175,0,15.654,15.86337,0.4900001,20.54354,1,0,Move Forward,No Rotation,False,-0.168,None
1,86,83.00026,4.279313,0,16.01098,16.18348,0.4900001,20.62953,1,0,Move Forward,No Rotation,False,-0.17,None
1,87,82.80026,4.114575,0,16.35612,16.50792,0.4900001,20.72182,1,0,Move Forward,No Rotation,False,-0.172,None
1,88,82.60027,3.956623,0,16.68984,16.83656,0.4900001,20.82019,1,0,Move Forward,No Rotation,False,-0.174,None
1,88,82.60027,4.536682,0,16.54159,16.83656,0.4900001,20.82019,1,2,Move Forward,Rotate Left,False,-0.174,None
1,89,82.40027,4.982607,0,16.70569,17.16928,0.4900001,20.92441,1,2,Move Forward,Rotate Left,False,-0.176,None
1,90,82.20027,5.417236,0,16.85008,17.5056,0.4900001,21.03484,1,2,Move Forward,Rotate Left,False,-0.178,None
1,91,82.00027,5.24438,0,17.16931,17.84506,0.4900001,21.15182,1,2,Move Forward,Rotate Left,False,-0.18,None
1,91,82.00027,5.840385,0,16.97583,17.84506,0.4900001,21.15182,1,2,Move Forward,Rotate Left,False,-0.18,None
1,92,81.80028,6.251904,0,17.08391,18.18717,0.4900001,21.27566,1,2,Move Forward,Rotate Left,False,-0.182,None
1,93,81.60028,6.651667,0,17.17533,18.53147,0.4900001,21.40665,1,2,Move Forward,Rotate Left,False,-0.184,None
1,94,81.40028,6.433251,0,17.48618,18.87745,0.4900001,21.54505,1,2,Move Forward,Rotate Left,False,-0.186,None
1,94,81.40028,7.039595,0,17.25101,18.87745,0.4900001,21.54505,1,2,Move Forward,Rotate Left,False,-0.186,None
1,95,81.20029,7.415621,0,17.31189,19.22466,0.4900001,21.69108,1,2,Move Forward,Rotate Left,False,-0.188,None
1,96,81.00029,7.779713,0,17.35883,19.57259,0.4900001,21.84497,1,2,Move Forward,Rotate Left,False,-0.19,None
1,97,80.80029,7.519914,0,17.66591,19.92078,0.4900001,22.0069,1,2,Move Forward,Rotate Left,False,-0.192,None
1,97,80.80029,7.519914,0,17.66591,19.92078,0.4900001,22.0069,1,0,Move Forward,No Rotation,False,-0.192,None
1,98,80.6003,7.236696,0,17.96291,20.26872,0.4900001,22.17704,1,0,Move Forward,No Rotation,False,-0.194,None
1,99,80.4003,6.964493,0,18.24963,20.61646,0.4900001,22.35508,1,0,Move Forward,No Rotation,False,-0.196,None
1,100,80.2003,6.702861,0,18.52648,20.96402,0.4900001,22.54073,1,0,Move Forward,No Rotation,False,-0.198,None
1,100,80.2003,6.702861,0,18.52648,20.96402,0.4900001,22.54073,1,0,Move Forward,No Rotation,False,-0.198,None
1,101,80.00031,6.451372,0,18.79386,21.31142,0.4900001,22.73373,1,0,Move Forward,No Rotation,False,-0.2,None
1,102,79.80031,6.209616,0,19.05211,21.65868,0.4900001,22.9338,1,0,Move Forward,No Rotation,False,-0.2020001,None
1,103,79.60031,5.9772,0,19.30159,22.00582,0.4900001,23.14069,1,0,Move Forward,No Rotation,False,-0.2040001,None
1,103,79.60031,5.9772,0,19.30159,22.00582,0.4900001,23.14069,1,0,Move Forward,No Rotation,False,-0.2040001,None
1,104,79.40031,5.753744,0,19.54263,22.35287,0.4900001,23.35415,1,0,Move Forward,No Rotation,False,-0.2060001,None
1,105,79.20032,5.538891,0,19.77553,22.69984,0.4900001,23.57394,1,0,Move Forward,No Rotation,False,-0.2080001,None
1,106,79.00032,5.332292,0,20.00061,23.04675,0.4900001,23.79985,1,0,Move Forward,No Rotation,False,-0.2100001,None
1,106,79.00032,5.332292,0,20.00061,23.04675,0.4900001,23.79985,1,0,Move Forward,No Rotation,False,-0.2100001,None
1,107,78.80032,5.133615,0,20.21814,23.39363,0.4900001,24.03165,1,0,Move Forward,No Rotation,False,-0.2120001,None
1,108,78.60033,4.942544,0,20.42841,23.74047,0.4900001,24.26913,1,0,Move Forward,No Rotation,False,-0.2140001,None
1,108,100,4.710522,1.490116E-08,20.42248,24.08295,0.4900001,24.50905,1,0,Move Forward,No Rotation,False,1.748989,None
Number of Goals Collected: 1
---Episode End---

---New Episode---
1,1,100,0,0,0,10,0.51,20,1,0,Move Forward,No Rotation,False,0,None
1,1,100,0,0,0,10,0.51,20,1,0,Move Forward,No Rotation,False,0,None
1,2,99.8,-3.814712E-09,-0.1899216,0.9680001,10.01936,0.5062016,20,1,0,Move Forward,No Rotation,False,-0.002,None
1,3,99.60001,-1.132206E-08,-0.3737657,1.905024,10.05746,0.4987262,20,1,0,Move Forward,No Rotation,False,-0.004,None
1,4,99.40001,8.230845E-08,-0.3490448,2.690454,10.11127,0.4917454,20,1,0,Move Forward,No Rotation,False,-0.006,None
1,4,99.40001,8.230845E-08,-0.3490448,2.690454,10.11127,0.4917454,20,1,0,Move Forward,No Rotation,False,-0.006,None
1,5,99.20001,-8.373664E-08,-0.06980896,3.297567,10.17722,0.4903492,20,1,0,Move Forward,No Rotation,False,-0.008,None
1,6,99.00002,1.659714E-09,-0.01396179,4.013924,10.2575,0.4900699,20,1,0,Move Forward,No Rotation,False,-0.01,None
1,7,98.80002,8.739096E-08,-0.002789497,4.733089,10.35216,0.4900141,20,1,0,Move Forward,No Rotation,False,-0.012,None
1,7,98.80002,8.739096E-08,-0.002789497,4.733089,10.35216,0.4900141,20,1,0,Move Forward,No Rotation,False,-0.012,None
1,8,98.60002,1.709927E-07,-0.0005578995,5.434392,10.46085,0.490003,20,1,0,Move Forward,No Rotation,False,-0.014,None
1,9,98.40002,-2.247951E-07,-0.0001144409,6.114284,10.58313,0.4900007,20,1,0,Move Forward,No Rotation,False,-0.016,None
1,10,98.20003,-1.463151E-07,-2.384186E-05,6.772622,10.71859,0.4900002,20,1,0,Move Forward,No Rotation,False,-0.018,None
1,10,98.20003,-1.463151E-07,-2.384186E-05,6.772622,10.71859,0.4900002,20,1,0,Move Forward,No Rotation,False,-0.018,None
1,11,98.00003,-7.034168E-08,-4.768372E-06,7.409934,10.86679,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.02,None
1,12,97.80003,3.201762E-09,0,8.02686,11.02732,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.022,None
1,13,97.60004,7.439212E-08,0,8.624048,11.1998,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.024,None
1,13,97.60004,7.439212E-08,0,8.624048,11.1998,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.024,None
1,14,97.40004,1.433044E-07,0,9.202127,11.38385,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.026,None
1,15,97.20004,2.100114E-07,0,9.761705,11.57908,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.028,None
1,16,97.00005,2.745838E-07,0,10.30338,11.78515,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.03,None
1,16,97.00005,2.745838E-07,0,10.30338,11.78515,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.03,None
1,17,96.80005,3.3709E-07,0,10.82772,12.0017,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.032,None
1,18,96.60005,3.97596E-07,0,11.33528,12.22841,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.034,None
1,19,96.40005,4.561657E-07,0,11.8266,12.46494,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.036,None
1,19,96.40005,4.561657E-07,0,11.8266,12.46494,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.036,None
1,20,96.20006,-4.40813E-07,0,12.30219,12.71098,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.038,None
1,21,96.00006,-3.859318E-07,0,12.76257,12.96623,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.04,None
1,22,95.80006,-3.328067E-07,0,13.20822,13.2304,0.4900001,20,1,0,Move Forward,No Rotation,False,-0.042,None
1,22,95.80006,0.4609601,0,13.20017,13.2304,0.4900001,20,1,2,Move Forward,Rotate Left,False,-0.042,None
1,23,95.60007,0.951452,0,13.60637,13.50319,0.4900001,20,1,2,Move Forward,Rotate Left,False,-0.044,None
1,24,95.40007,1.43599,0,13.98309,13.78432,0.4900001,20.00067,1,2,Move Forward,Rotate Left,False,-0.046,None
1,25,95.20007,1.412688,0,14.38963,14.07349,0.4900001,20.00265,1,2,Move Forward,Rotate Left,False,-0.048,None
1,25,95.20007,1.914018,0,14.33156,14.07349,0.4900001,20.00265,1,2,Move Forward,Rotate Left,False,-0.048,None
1,26,95.00008,2.385018,0,14.65301,14.37038,0.4900001,20.00657,1,2,Move Forward,Rotate Left,False,-0.05,None
1,27,94.80008,2.848505,0,14.9486,14.67467,0.4900001,20.013,1,2,Move Forward,Rotate Left,False,-0.052,None
1,28,94.60008,2.770862,0,15.32552,14.986,0.4900001,20.02252,1,2,Move Forward,Rotate Left,False,-0.05400001,None
1,28,94.60008,3.304028,0,15.21949,14.986,0.4900001,20.02252,1,2,Move Forward,Rotate Left,False,-0.05400001,None
1,29,94.40009,3.751172,0,15.46677,15.30403,0.4900001,20.03567,1,2,Move Forward,Rotate Left,False,-0.05600001,None
1,30,94.20009,4.189559,0,15.69153,15.6284,0.4900001,20.05296,1,2,Move Forward,Rotate Left,False,-0.05800001,None
1,31,94.00009,4.061317,0,16.04634,15.95872,0.4900001,20.07488,1,2,Move Forward,Rotate Left,False,-0.06000001,None
1,31,94.00009,4.618854,0,15.89483,15.95872,0.4900001,20.07488,1,2,Move Forward,Rotate Left,False,-0.06000001,None
1,32,93.80009,5.038743,0,16.07769,16.29461,0.4900001,20.1019,1,2,Move Forward,Rotate Left,False,-0.06200001,None
1,33,93.6001,5.448962,0,16.2411,16.63567,0.4900001,20.13446,1,2,Move Forward,Rotate Left,False,-0.064,None
1,34,93.4001,5.273837,0,16.58021,16.98151,0.4900001,20.17298,1,2,Move Forward,Rotate Left,False,-0.066,None
1,34,93.4001,5.849265,0,16.38605,16.98151,0.4900001,20.17298,1,2,Move Forward,Rotate Left,False,-0.066,None
1,35,93.2001,6.239454,0,16.51347,17.3317,0.4900001,20.21785,1,2,Move Forward,Rotate Left,False,-0.068,None
1,36,93.00011,6.61935,0,16.62429,17.68584,0.4900001,20.26944,1,2,Move Forward,Rotate Left,False,-0.06999999,None
1,37,92.80011,6.401063,0,16.95312,18.04349,0.4900001,20.3281,1,2,Move Forward,Rotate Left,False,-0.07199999,None
1,37,92.80011,6.988822,0,16.7194,18.04349,0.4900001,20.3281,1,2,Move Forward,Rotate Left,False,-0.07199999,None
1,38,92.60011,7.347745,0,16.79966,18.40421,0.4900001,20.39416,1,2,Move Forward,Rotate Left,False,-0.07399999,None
1,39,92.40012,7.696041,0,16.8659,18.76758,0.4900001,20.4679,1,2,Move Forward,Rotate Left,False,-0.07599998,None
1,40,92.20012,7.438296,0,17.18902,19.13315,0.4900001,20.54962,1,2,Move Forward,Rotate Left,False,-0.07799998,None
1,40,92.20012,8.033653,0,16.91896,19.13315,0.4900001,20.54962,1,2,Move Forward,Rotate Left,False,-0.07799998,None
1,41,92.00012,8.360549,0,16.95961,19.50047,0.4900001,20.63955,1,2,Move Forward,Rotate Left,False,-0.07999998,None
1,42,91.80013,8.676714,0,16.98862,19.86908,0.4900001,20.73795,1,2,Move Forward,Rotate Left,False,-0.08199997,None
1,43,91.60013,8.383173,0,17.30984,20.23855,0.4900001,20.845,1,2,Move Forward,Rotate Left,False,-0.08399997,None
1,43,91.60013,8.982173,0,17.00672,20.23855,0.4900001,20.845,1,2,Move Forward,Rotate Left,False,-0.08399997,None
1,44,91.40013,9.276957,0,17.01463,20.6084,0.4900001,20.9609,1,2,Move Forward,Rotate Left,False,-0.08599997,None
1,45,91.20013,9.561121,0,17.01303,20.97818,0.4900001,21.08581,1,2,Move Forward,Rotate Left,False,-0.08799996,None
1,46,91.00014,9.235371,0,17.33545,21.34744,0.4900001,21.21987,1,2,Move Forward,Rotate Left,False,-0.08999996,None
1,46,91.00014,9.834743,0,17.00258,21.34744,0.4900001,21.21987,1,2,Move Forward,Rotate Left,False,-0.08999996,None
1,47,90.80014,10.09792,0,16.98392,21.71571,0.4900001,21.3632,1,2,Move Forward,Rotate Left,False,-0.09199996,None
1,48,90.60014,10.35075,0,16.95766,22.08254,0.4900001,21.51591,1,2,Move Forward,Rotate Left,False,-0.09399995,None
1,49,90.40015,9.996256,0,17.28378,22.44747,0.4900001,21.67805,1,2,Move Forward,Rotate Left,False,-0.09599995,None
1,49,90.40015,10.59336,0,16.92439,22.44747,0.4900001,21.67805,1,2,Move Forward,Rotate Left,False,-0.09599995,None
1,50,90.20015,10.8259,0,16.88467,22.81003,0.4900001,21.8497,1,2,Move Forward,Rotate Left,False,-0.09799995,None
1,51,90.00015,11.04851,0,16.83904,23.16979,0.4900001,22.03087,1,2,Move Forward,Rotate Left,False,-0.09999994,None
1,52,89.80016,10.6686,0,17.17081,23.52628,0.4900001,22.22159,1,2,Move Forward,Rotate Left,False,-0.1019999,None
1,52,89.80016,11.26135,0,16.78802,23.52628,0.4900001,22.22159,1,2,Move Forward,Rotate Left,False,-0.1019999,None
1,53,89.60016,11.46461,0,16.7321,23.87907,0.4900001,22.42185,1,2,Move Forward,Rotate Left,False,-0.1039999,None
1,54,89.40016,11.65846,0,16.67176,24.2277,0.4900001,22.63162,1,2,Move Forward,Rotate Left,False,-0.1059999,None
1,55,89.20016,11.25629,0,17.01064,24.57174,0.4900001,22.85086,1,2,Move Forward,Rotate Left,False,-0.1079999,None
1,55,89.20016,11.84309,0,16.60744,24.57174,0.4900001,22.85086,1,2,Move Forward,Rotate Left,False,-0.1079999,None
1,56,89.00017,12.01872,0,16.53957,24.91075,0.4900001,23.07949,1,2,Move Forward,Rotate Left,False,-0.1099999,None
1,57,88.80017,12.18553,0,16.46856,25.24431,0.4900001,23.31743,1,2,Move Forward,Rotate Left,False,-0.1119999,None
1,58,88.60017,11.76405,0,16.81561,25.57201,0.4900001,23.56458,1,2,Move Forward,Rotate Left,False,-0.1139999,None
1,58,88.60017,12.34374,0,16.3948,25.57201,0.4900001,23.56458,1,2,Move Forward,Rotate Left,False,-0.1139999,None
1,58,100,11.88297,0,16.69768,25.8923,0.4900001,23.81991,1,2,Move Forward,Rotate Left,False,2.093993,None
Number of Goals Collected: 1
---Episode End---

---New Episode---
1,1,100,0,0,0,10,0.51,20,1,2,Move Forward,Rotate Left,False,0,None
1,2,99.8,0.06752437,-0.1899216,0.9656421,10.01936,0.5062016,20,1,2,Move Forward,Rotate Left,False,-0.002,None
1,3,99.60001,0.09914637,-0.3737657,1.902152,10.05745,0.4987262,20.00068,1,2,Move Forward,Rotate Left,False,-0.004,None
1,3,99.60001,0.1489234,-0.3363891,1.70778,10.05745,0.4987262,20.00068,0,2,No Movement,Rotate Left,False,-0.004,None
1,4,99.40001,0.170655,-0.3141403,1.393139,10.08863,0.4917454,20.00123,0,2,No Movement,Rotate Left,False,-0.006,None
1,5,99.20001,0.1551718,-0.06282806,0.9815168,10.11071,0.4903492,20.00162,0,2,No Movement,Rotate Left,False,-0.008,None
